,Unnamed: 0,site_id,well_id,cell_type,dataset,experiment,plate,well,site,well_type,sirna,sirna_id
55957,97779,HUVEC-15_3_O13_2,HUVEC-15_3_O13,HUVEC,train,HUVEC-15,3,O13,2,treatment,s20403,1036
55958,97780,HUVEC-15_3_O14_1,HUVEC-15_3_O14,HUVEC,train,HUVEC-15,3,O14,1,treatment,s20348,227
55959,97781,HUVEC-15_3_O14_2,HUVEC-15_3_O14,HUVEC,train,HUVEC-15,3,O14,2,treatment,s20348,227
55960,97782,HUVEC-15_3_O15_1,HUVEC-15_3_O15,HUVEC,train,HUVEC-15,3,O15,1,treatment,s256,67
55961,97783,HUVEC-15_3_O15_2,HUVEC-15_3_O15,HUVEC,train,HUVEC-15,3,O15,2,treatment,s256,67
55962,97784,HUVEC-15_3_O16_1,HUVEC-15_3_O16,HUVEC,train,HUVEC-15,3,O16,1,treatment,s19805,948
55963,97785,HUVEC-15_3_O16_2,HUVEC-15_3_O16,HUVEC,train,HUVEC-15,3,O16,2,treatment,s19805,948
55964,97786,HUVEC-15_3_O17_1,HUVEC-15_3_O17,HUVEC,train,HUVEC-15,3,O17,1,treatment,s20712,540
55965,97787,HUVEC-15_3_O17_2,HUVEC-15_3_O17,HUVEC,train,HUVEC-15,3,O17,2,treatment,s20712,540
55966,97788,HUVEC-15_3_O18_1,HUVEC-15_3_O18,HUVEC,train,HUVEC-15,3,O18,1,treatment,s20892,1103
55967,97789,HUVEC-15_3_O18_2,HUVEC-15_3_O18,HUVEC,train,HUVEC-15,3,O18,2,treatment,s20892,1103
55968,97790,HUVEC-15_3_O19_1,HUVEC-15_3_O19,HUVEC,train,HUVEC-15,3,O19,1,treatment,s20338,18
55969,97791,HUVEC-15_3_O19_2,HUVEC-15_3_O19,HUVEC,train,HUVEC-15,3,O19,2,treatment,s20338,18
55970,97792,HUVEC-15_3_O20_1,HUVEC-15_3_O20,HUVEC,train,HUVEC-15,3,O20,1,treatment,s21646,251
55971,97793,HUVEC-15_3_O20_2,HUVEC-15_3_O20,HUVEC,train,HUVEC-15,3,O20,2,treatment,s21646,251
55972,97794,HUVEC-15_3_O21_1,HUVEC-15_3_O21,HUVEC,train,HUVEC-15,3,O21,1,treatment,s20670,474
55973,97795,HUVEC-15_3_O21_2,HUVEC-15_3_O21,HUVEC,train,HUVEC-15,3,O21,2,treatment,s20670,474
55974,97796,HUVEC-15_3_O22_1,HUVEC-15_3_O22,HUVEC,train,HUVEC-15,3,O22,1,treatment,s21620,980
55975,97797,HUVEC-15_3_O22_2,HUVEC-15_3_O22,HUVEC,train,HUVEC-15,3,O22,2,treatment,s21620,980
55976,97798,HUVEC-15_3_O23_1,HUVEC-15_3_O23,HUVEC,train,HUVEC-15,3,O23,1,treatment,s21535,235
55977,97799,HUVEC-15_3_O23_2,HUVEC-15_3_O23,HUVEC,train,HUVEC-15,3,O23,2,treatment,s21535,235
55978,97800,HUVEC-15_4_B02_1,HUVEC-15_4_B02,HUVEC,train,HUVEC-15,4,B02,1,negative_control,EMPTY,1138
55979,97801,HUVEC-15_4_B02_2,HUVEC-15_4_B02,HUVEC,train,HUVEC-15,4,B02,2,negative_control,EMPTY,1138
55980,97802,HUVEC-15_4_B03_1,HUVEC-15_4_B03,HUVEC,train,HUVEC-15,4,B03,1,treatment,s29291,296
55981,97803,HUVEC-15_4_B03_2,HUVEC-15_4_B03,HUVEC,train,HUVEC-15,4,B03,2,treatment,s29291,296
55982,97804,HUVEC-15_4_B04_1,HUVEC-15_4_B04,HUVEC,train,HUVEC-15,4,B04,1,treatment,s29340,1031
55983,97805,HUVEC-15_4_B04_2,HUVEC-15_4_B04,HUVEC,train,HUVEC-15,4,B04,2,treatment,s29340,1031
55984,97806,HUVEC-15_4_B05_1,HUVEC-15_4_B05,HUVEC,train,HUVEC-15,4,B05,1,treatment,s224219,500
55985,97807,HUVEC-15_4_B05_2,HUVEC-15_4_B05,HUVEC,train,HUVEC-15,4,B05,2,treatment,s224219,500
55986,97808,HUVEC-15_4_B06_1,HUVEC-15_4_B06,HUVEC,train,HUVEC-15,4,B06,1,treatment,s29502,371
55987,97809,HUVEC-15_4_B06_2,HUVEC-15_4_B06,HUVEC,train,HUVEC-15,4,B06,2,treatment,s29502,371
55988,97810,HUVEC-15_4_B07_1,HUVEC-15_4_B07,HUVEC,train,HUVEC-15,4,B07,1,treatment,s28531,1076
55989,97811,HUVEC-15_4_B07_2,HUVEC-15_4_B07,HUVEC,train,HUVEC-15,4,B07,2,treatment,s28531,1076
55990,97812,HUVEC-15_4_B08_1,HUVEC-15_4_B08,HUVEC,train,HUVEC-15,4,B08,1,treatment,s29093,514
55991,97813,HUVEC-15_4_B08_2,HUVEC-15_4_B08,HUVEC,train,HUVEC-15,4,B08,2,treatment,s29093,514
55992,97814,HUVEC-15_4_B09_1,HUVEC-15_4_B09,HUVEC,train,HUVEC-15,4,B09,1,treatment,s29200,875
55993,97815,HUVEC-15_4_B09_2,HUVEC-15_4_B09,HUVEC,train,HUVEC-15,4,B09,2,treatment,s29200,875
55994,97816,HUVEC-15_4_B10_1,HUVEC-15_4_B10,HUVEC,train,HUVEC-15,4,B10,1,treatment,s29280,439
55995,97817,HUVEC-15_4_B10_2,HUVEC-15_4_B10,HUVEC,train,HUVEC-15,4,B10,2,treatment,s29280,439
55996,97818,HUVEC-15_4_B11_1,HUVEC-15_4_B11,HUVEC,train,HUVEC-15,4,B11,1,treatment,s27693,442
55997,97819,HUVEC-15_4_B11_2,HUVEC-15_4_B11,HUVEC,train,HUVEC-15,4,B11,2,treatment,s27693,442
55998,97820,HUVEC-15_4_B12_1,HUVEC-15_4_B12,HUVEC,train,HUVEC-15,4,B12,1,treatment,s29428,604
55999,97821,HUVEC-15_4_B12_2,HUVEC-15_4_B12,HUVEC,train,HUVEC-15,4,B12,2,treatment,s29428,604
56000,97822,HUVEC-15_4_B13_1,HUVEC-15_4_B13,HUVEC,train,HUVEC-15,4,B13,1,treatment,s27657,400
56001,97823,HUVEC-15_4_B13_2,HUVEC-15_4_B13,HUVEC,train,HUVEC-15,4,B13,2,treatment,s27657,400
56002,97824,HUVEC-15_4_B14_1,HUVEC-15_4_B14,HUVEC,train,HUVEC-15,4,B14,1,treatment,s26953,786
56003,97825,HUVEC-15_4_B14_2,HUVEC-15_4_B14,HUVEC,train,HUVEC-15,4,B14,2,treatment,s26953,786
56004,97826,HUVEC-15_4_B15_1,HUVEC-15_4_B15,HUVEC,train,HUVEC-15,4,B15,1,treatment,s28120,764
56005,97827,HUVEC-15_4_B15_2,HUVEC-15_4_B15,HUVEC,train,HUVEC-15,4,B15,2,treatment,s28120,764
56006,97828,HUVEC-15_4_B16_1,HUVEC-15_4_B16,HUVEC,train,HUVEC-15,4,B16,1,treatment,s29190,88
56007,97829,HUVEC-15_4_B16_2,HUVEC-15_4_B16,HUVEC,train,HUVEC-15,4,B16,2,treatment,s29190,88
56008,97830,HUVEC-15_4_B17_1,HUVEC-15_4_B17,HUVEC,train,HUVEC-15,4,B17,1,treatment,s26902,681
56009,97831,HUVEC-15_4_B17_2,HUVEC-15_4_B17,HUVEC,train,HUVEC-15,4,B17,2,treatment,s26902,681
56010,97832,HUVEC-15_4_B18_1,HUVEC-15_4_B18,HUVEC,train,HUVEC-15,4,B18,1,treatment,s28834,1020
56011,97833,HUVEC-15_4_B18_2,HUVEC-15_4_B18,HUVEC,train,HUVEC-15,4,B18,2,treatment,s28834,1020
56012,97834,HUVEC-15_4_B19_1,HUVEC-15_4_B19,HUVEC,train,HUVEC-15,4,B19,1,treatment,s223847,360
56013,97835,HUVEC-15_4_B19_2,HUVEC-15_4_B19,HUVEC,train,HUVEC-15,4,B19,2,treatment,s223847,360
56014,97836,HUVEC-15_4_B20_1,HUVEC-15_4_B20,HUVEC,train,HUVEC-15,4,B20,1,treatment,s29116,982
56015,97837,HUVEC-15_4_B20_2,HUVEC-15_4_B20,HUVEC,train,HUVEC-15,4,B20,2,treatment,s29116,982
56016,97838,HUVEC-15_4_B21_1,HUVEC-15_4_B21,HUVEC,train,HUVEC-15,4,B21,1,treatment,s27652,705
56017,97839,HUVEC-15_4_B21_2,HUVEC-15_4_B21,HUVEC,train,HUVEC-15,4,B21,2,treatment,s27652,705
56018,97840,HUVEC-15_4_B22_1,HUVEC-15_4_B22,HUVEC,train,HUVEC-15,4,B22,1,treatment,s27243,415
56019,97841,HUVEC-15_4_B22_2,HUVEC-15_4_B22,HUVEC,train,HUVEC-15,4,B22,2,treatment,s27243,415
56020,97842,HUVEC-15_4_B23_1,HUVEC-15_4_B23,HUVEC,train,HUVEC-15,4,B23,1,treatment,s29108,945
56021,97843,HUVEC-15_4_B23_2,HUVEC-15_4_B23,HUVEC,train,HUVEC-15,4,B23,2,treatment,s29108,945
56022,97844,HUVEC-15_4_C02_1,HUVEC-15_4_C02,HUVEC,train,HUVEC-15,4,C02,1,treatment,s28303,798
56023,97845,HUVEC-15_4_C02_2,HUVEC-15_4_C02,HUVEC,train,HUVEC-15,4,C02,2,treatment,s28303,798
56024,97846,HUVEC-15_4_C03_1,HUVEC-15_4_C03,HUVEC,train,HUVEC-15,4,C03,1,positive_control,s3887,1122
56025,97847,HUVEC-15_4_C03_2,HUVEC-15_4_C03,HUVEC,train,HUVEC-15,4,C03,2,positive_control,s3887,1122
56026,97848,HUVEC-15_4_C04_1,HUVEC-15_4_C04,HUVEC,train,HUVEC-15,4,C04,1,treatment,s29419,26
56027,97849,HUVEC-15_4_C04_2,HUVEC-15_4_C04,HUVEC,train,HUVEC-15,4,C04,2,treatment,s29419,26
56028,97850,HUVEC-15_4_C05_1,HUVEC-15_4_C05,HUVEC,train,HUVEC-15,4,C05,1,treatment,s28916,1067
56029,97851,HUVEC-15_4_C05_2,HUVEC-15_4_C05,HUVEC,train,HUVEC-15,4,C05,2,treatment,s28916,1067
56030,97852,HUVEC-15_4_C06_1,HUVEC-15_4_C06,HUVEC,train,HUVEC-15,4,C06,1,treatment,s27550,566
56031,97853,HUVEC-15_4_C06_2,HUVEC-15_4_C06,HUVEC,train,HUVEC-15,4,C06,2,treatment,s27550,566
56032,97854,HUVEC-15_4_C07_1,HUVEC-15_4_C07,HUVEC,train,HUVEC-15,4,C07,1,positive_control,s501342,1129
56033,97855,HUVEC-15_4_C07_2,HUVEC-15_4_C07,HUVEC,train,HUVEC-15,4,C07,2,positive_control,s501342,1129
56034,97856,HUVEC-15_4_C08_1,HUVEC-15_4_C08,HUVEC,train,HUVEC-15,4,C08,1,treatment,s195210,757
56035,97857,HUVEC-15_4_C08_2,HUVEC-15_4_C08,HUVEC,train,HUVEC-15,4,C08,2,treatment,s195210,757
56036,97858,HUVEC-15_4_C09_1,HUVEC-15_4_C09,HUVEC,train,HUVEC-15,4,C09,1,treatment,s27116,126
56037,97859,HUVEC-15_4_C09_2,HUVEC-15_4_C09,HUVEC,train,HUVEC-15,4,C09,2,treatment,s27116,126
56038,97860,HUVEC-15_4_C10_1,HUVEC-15_4_C10,HUVEC,train,HUVEC-15,4,C10,1,treatment,s27646,124
56039,97861,HUVEC-15_4_C10_2,HUVEC-15_4_C10,HUVEC,train,HUVEC-15,4,C10,2,treatment,s27646,124
56040,97862,HUVEC-15_4_C11_1,HUVEC-15_4_C11,HUVEC,train,HUVEC-15,4,C11,1,positive_control,s24587,1119
56041,97863,HUVEC-15_4_C11_2,HUVEC-15_4_C11,HUVEC,train,HUVEC-15,4,C11,2,positive_control,s24587,1119
56042,97864,HUVEC-15_4_C12_1,HUVEC-15_4_C12,HUVEC,train,HUVEC-15,4,C12,1,treatment,s27383,89
56043,97865,HUVEC-15_4_C12_2,HUVEC-15_4_C12,HUVEC,train,HUVEC-15,4,C12,2,treatment,s27383,89
56044,97866,HUVEC-15_4_C13_1,HUVEC-15_4_C13,HUVEC,train,HUVEC-15,4,C13,1,treatment,s224223,77
56045,97867,HUVEC-15_4_C13_2,HUVEC-15_4_C13,HUVEC,train,HUVEC-15,4,C13,2,treatment,s224223,77
56046,97868,HUVEC-15_4_C14_1,HUVEC-15_4_C14,HUVEC,train,HUVEC-15,4,C14,1,treatment,s200515,385
56047,97869,HUVEC-15_4_C14_2,HUVEC-15_4_C14,HUVEC,train,HUVEC-15,4,C14,2,treatment,s200515,385
56048,97870,HUVEC-15_4_C15_1,HUVEC-15_4_C15,HUVEC,train,HUVEC-15,4,C15,1,positive_control,s35651,1121
56049,97871,HUVEC-15_4_C15_2,HUVEC-15_4_C15,HUVEC,train,HUVEC-15,4,C15,2,positive_control,s35651,1121
56050,97872,HUVEC-15_4_C16_1,HUVEC-15_4_C16,HUVEC,train,HUVEC-15,4,C16,1,treatment,s28429,346
56051,97873,HUVEC-15_4_C16_2,HUVEC-15_4_C16,HUVEC,train,HUVEC-15,4,C16,2,treatment,s28429,346
56052,97874,HUVEC-15_4_C17_1,HUVEC-15_4_C17,HUVEC,train,HUVEC-15,4,C17,1,treatment,s27502,1104
56053,97875,HUVEC-15_4_C17_2,HUVEC-15_4_C17,HUVEC,train,HUVEC-15,4,C17,2,treatment,s27502,1104
56054,97876,HUVEC-15_4_C18_1,HUVEC-15_4_C18,HUVEC,train,HUVEC-15,4,C18,1,treatment,s27359,986
56055,97877,HUVEC-15_4_C18_2,HUVEC-15_4_C18,HUVEC,train,HUVEC-15,4,C18,2,treatment,s27359,986
56056,97878,HUVEC-15_4_C19_1,HUVEC-15_4_C19,HUVEC,train,HUVEC-15,4,C19,1,positive_control,s502431,1133
56057,97879,HUVEC-15_4_C19_2,HUVEC-15_4_C19,HUVEC,train,HUVEC-15,4,C19,2,positive_control,s502431,1133
56058,97880,HUVEC-15_4_C20_1,HUVEC-15_4_C20,HUVEC,train,HUVEC-15,4,C20,1,treatment,s27980,1102
56059,97881,HUVEC-15_4_C20_2,HUVEC-15_4_C20,HUVEC,train,HUVEC-15,4,C20,2,treatment,s27980,1102
56060,97882,HUVEC-15_4_C21_1,HUVEC-15_4_C21,HUVEC,train,HUVEC-15,4,C21,1,treatment,s28299,239
56061,97883,HUVEC-15_4_C21_2,HUVEC-15_4_C21,HUVEC,train,HUVEC-15,4,C21,2,treatment,s28299,239
56062,97884,HUVEC-15_4_C22_1,HUVEC-15_4_C22,HUVEC,train,HUVEC-15,4,C22,1,positive_control,s14729,1113
56063,97885,HUVEC-15_4_C22_2,HUVEC-15_4_C22,HUVEC,train,HUVEC-15,4,C22,2,positive_control,s14729,1113
56064,97886,HUVEC-15_4_C23_1,HUVEC-15_4_C23,HUVEC,train,HUVEC-15,4,C23,1,treatment,s27844,613
56065,97887,HUVEC-15_4_C23_2,HUVEC-15_4_C23,HUVEC,train,HUVEC-15,4,C23,2,treatment,s27844,613
56066,97888,HUVEC-15_4_D02_1,HUVEC-15_4_D02,HUVEC,train,HUVEC-15,4,D02,1,treatment,s29345,765
56067,97889,HUVEC-15_4_D02_2,HUVEC-15_4_D02,HUVEC,train,HUVEC-15,4,D02,2,treatment,s29345,765
56068,97890,HUVEC-15_4_D03_1,HUVEC-15_4_D03,HUVEC,train,HUVEC-15,4,D03,1,treatment,s27198,620
56069,97891,HUVEC-15_4_D03_2,HUVEC-15_4_D03,HUVEC,train,HUVEC-15,4,D03,2,treatment,s27198,620
56070,97892,HUVEC-15_4_D04_1,HUVEC-15_4_D04,HUVEC,train,HUVEC-15,4,D04,1,treatment,s29452,907
56071,97893,HUVEC-15_4_D04_2,HUVEC-15_4_D04,HUVEC,train,HUVEC-15,4,D04,2,treatment,s29452,907
56072,97894,HUVEC-15_4_D05_1,HUVEC-15_4_D05,HUVEC,train,HUVEC-15,4,D05,1,treatment,s29560,155
56073,97895,HUVEC-15_4_D05_2,HUVEC-15_4_D05,HUVEC,train,HUVEC-15,4,D05,2,treatment,s29560,155
56074,97896,HUVEC-15_4_D06_1,HUVEC-15_4_D06,HUVEC,train,HUVEC-15,4,D06,1,treatment,s27825,91
56075,97897,HUVEC-15_4_D06_2,HUVEC-15_4_D06,HUVEC,train,HUVEC-15,4,D06,2,treatment,s27825,91
56076,97898,HUVEC-15_4_D07_1,HUVEC-15_4_D07,HUVEC,train,HUVEC-15,4,D07,1,treatment,s224181,983
56077,97899,HUVEC-15_4_D07_2,HUVEC-15_4_D07,HUVEC,train,HUVEC-15,4,D07,2,treatment,s224181,983
56078,97900,HUVEC-15_4_D08_1,HUVEC-15_4_D08,HUVEC,train,HUVEC-15,4,D08,1,treatment,s28837,1041
56079,97901,HUVEC-15_4_D08_2,HUVEC-15_4_D08,HUVEC,train,HUVEC-15,4,D08,2,treatment,s28837,1041
56080,97902,HUVEC-15_4_D09_1,HUVEC-15_4_D09,HUVEC,train,HUVEC-15,4,D09,1,treatment,s28098,598
56081,97903,HUVEC-15_4_D09_2,HUVEC-15_4_D09,HUVEC,train,HUVEC-15,4,D09,2,treatment,s28098,598
56082,97904,HUVEC-15_4_D10_1,HUVEC-15_4_D10,HUVEC,train,HUVEC-15,4,D10,1,treatment,s224188,743
56083,97905,HUVEC-15_4_D10_2,HUVEC-15_4_D10,HUVEC,train,HUVEC-15,4,D10,2,treatment,s224188,743
56084,97906,HUVEC-15_4_D11_1,HUVEC-15_4_D11,HUVEC,train,HUVEC-15,4,D11,1,treatment,s27414,46
56085,97907,HUVEC-15_4_D11_2,HUVEC-15_4_D11,HUVEC,train,HUVEC-15,4,D11,2,treatment,s27414,46
56086,97908,HUVEC-15_4_D12_1,HUVEC-15_4_D12,HUVEC,train,HUVEC-15,4,D12,1,treatment,s27031,692
56087,97909,HUVEC-15_4_D12_2,HUVEC-15_4_D12,HUVEC,train,HUVEC-15,4,D12,2,treatment,s27031,692
56088,97910,HUVEC-15_4_D13_1,HUVEC-15_4_D13,HUVEC,train,HUVEC-15,4,D13,1,treatment,s29266,655
56089,97911,HUVEC-15_4_D13_2,HUVEC-15_4_D13,HUVEC,train,HUVEC-15,4,D13,2,treatment,s29266,655
56090,97912,HUVEC-15_4_D14_1,HUVEC-15_4_D14,HUVEC,train,HUVEC-15,4,D14,1,treatment,s28715,361
56091,97913,HUVEC-15_4_D14_2,HUVEC-15_4_D14,HUVEC,train,HUVEC-15,4,D14,2,treatment,s28715,361
56092,97914,HUVEC-15_4_D15_1,HUVEC-15_4_D15,HUVEC,train,HUVEC-15,4,D15,1,treatment,s29274,959
56093,97915,HUVEC-15_4_D15_2,HUVEC-15_4_D15,HUVEC,train,HUVEC-15,4,D15,2,treatment,s29274,959
56094,97916,HUVEC-15_4_D16_1,HUVEC-15_4_D16,HUVEC,train,HUVEC-15,4,D16,1,treatment,s28809,74
56095,97917,HUVEC-15_4_D16_2,HUVEC-15_4_D16,HUVEC,train,HUVEC-15,4,D16,2,treatment,s28809,74
56096,97918,HUVEC-15_4_D17_1,HUVEC-15_4_D17,HUVEC,train,HUVEC-15,4,D17,1,treatment,s28053,543
56097,97919,HUVEC-15_4_D17_2,HUVEC-15_4_D17,HUVEC,train,HUVEC-15,4,D17,2,treatment,s28053,543
56098,97920,HUVEC-15_4_D18_1,HUVEC-15_4_D18,HUVEC,train,HUVEC-15,4,D18,1,treatment,s29254,582
56099,97921,HUVEC-15_4_D18_2,HUVEC-15_4_D18,HUVEC,train,HUVEC-15,4,D18,2,treatment,s29254,582
56100,97922,HUVEC-15_4_D19_1,HUVEC-15_4_D19,HUVEC,train,HUVEC-15,4,D19,1,treatment,s28057,700
56101,97923,HUVEC-15_4_D19_2,HUVEC-15_4_D19,HUVEC,train,HUVEC-15,4,D19,2,treatment,s28057,700
56102,97924,HUVEC-15_4_D20_1,HUVEC-15_4_D20,HUVEC,train,HUVEC-15,4,D20,1,treatment,s27949,606
56103,97925,HUVEC-15_4_D20_2,HUVEC-15_4_D20,HUVEC,train,HUVEC-15,4,D20,2,treatment,s27949,606
56104,97926,HUVEC-15_4_D21_1,HUVEC-15_4_D21,HUVEC,train,HUVEC-15,4,D21,1,treatment,s27455,960
56105,97927,HUVEC-15_4_D21_2,HUVEC-15_4_D21,HUVEC,train,HUVEC-15,4,D21,2,treatment,s27455,960
56106,97928,HUVEC-15_4_D22_1,HUVEC-15_4_D22,HUVEC,train,HUVEC-15,4,D22,1,treatment,s29073,626
56107,97929,HUVEC-15_4_D22_2,HUVEC-15_4_D22,HUVEC,train,HUVEC-15,4,D22,2,treatment,s29073,626
56108,97930,HUVEC-15_4_D23_1,HUVEC-15_4_D23,HUVEC,train,HUVEC-15,4,D23,1,treatment,s28801,6
56109,97931,HUVEC-15_4_D23_2,HUVEC-15_4_D23,HUVEC,train,HUVEC-15,4,D23,2,treatment,s28801,6
56110,97932,HUVEC-15_4_E02_1,HUVEC-15_4_E02,HUVEC,train,HUVEC-15,4,E02,1,treatment,s26913,456
56111,97933,HUVEC-15_4_E02_2,HUVEC-15_4_E02,HUVEC,train,HUVEC-15,4,E02,2,treatment,s26913,456
56112,97934,HUVEC-15_4_E03_1,HUVEC-15_4_E03,HUVEC,train,HUVEC-15,4,E03,1,treatment,s27069,313
56113,97935,HUVEC-15_4_E03_2,HUVEC-15_4_E03,HUVEC,train,HUVEC-15,4,E03,2,treatment,s27069,313
56114,97936,HUVEC-15_4_E04_1,HUVEC-15_4_E04,HUVEC,train,HUVEC-15,4,E04,1,treatment,s29406,48
56115,97937,HUVEC-15_4_E04_2,HUVEC-15_4_E04,HUVEC,train,HUVEC-15,4,E04,2,treatment,s29406,48
56116,97938,HUVEC-15_4_E05_1,HUVEC-15_4_E05,HUVEC,train,HUVEC-15,4,E05,1,treatment,s224310,471
56117,97939,HUVEC-15_4_E05_2,HUVEC-15_4_E05,HUVEC,train,HUVEC-15,4,E05,2,treatment,s224310,471
56118,97940,HUVEC-15_4_E06_1,HUVEC-15_4_E06,HUVEC,train,HUVEC-15,4,E06,1,treatment,s28953,486
56119,97941,HUVEC-15_4_E06_2,HUVEC-15_4_E06,HUVEC,train,HUVEC-15,4,E06,2,treatment,s28953,486
56120,97942,HUVEC-15_4_E07_1,HUVEC-15_4_E07,HUVEC,train,HUVEC-15,4,E07,1,treatment,s27086,950
56121,97943,HUVEC-15_4_E07_2,HUVEC-15_4_E07,HUVEC,train,HUVEC-15,4,E07,2,treatment,s27086,950
56122,97944,HUVEC-15_4_E08_1,HUVEC-15_4_E08,HUVEC,train,HUVEC-15,4,E08,1,treatment,s27042,708
56123,97945,HUVEC-15_4_E08_2,HUVEC-15_4_E08,HUVEC,train,HUVEC-15,4,E08,2,treatment,s27042,708
56124,97946,HUVEC-15_4_E09_1,HUVEC-15_4_E09,HUVEC,train,HUVEC-15,4,E09,1,treatment,s224238,258
56125,97947,HUVEC-15_4_E09_2,HUVEC-15_4_E09,HUVEC,train,HUVEC-15,4,E09,2,treatment,s224238,258
56126,97948,HUVEC-15_4_E10_1,HUVEC-15_4_E10,HUVEC,train,HUVEC-15,4,E10,1,treatment,s28775,883
56127,97949,HUVEC-15_4_E10_2,HUVEC-15_4_E10,HUVEC,train,HUVEC-15,4,E10,2,treatment,s28775,883
56128,97950,HUVEC-15_4_E11_1,HUVEC-15_4_E11,HUVEC,train,HUVEC-15,4,E11,1,treatment,s27228,287
56129,97951,HUVEC-15_4_E11_2,HUVEC-15_4_E11,HUVEC,train,HUVEC-15,4,E11,2,treatment,s27228,287
56130,97952,HUVEC-15_4_E12_1,HUVEC-15_4_E12,HUVEC,train,HUVEC-15,4,E12,1,treatment,s28893,136
56131,97953,HUVEC-15_4_E12_2,HUVEC-15_4_E12,HUVEC,train,HUVEC-15,4,E12,2,treatment,s28893,136
56132,97954,HUVEC-15_4_E13_1,HUVEC-15_4_E13,HUVEC,train,HUVEC-15,4,E13,1,treatment,s27150,181
56133,97955,HUVEC-15_4_E13_2,HUVEC-15_4_E13,HUVEC,train,HUVEC-15,4,E13,2,treatment,s27150,181
56134,97956,HUVEC-15_4_E14_1,HUVEC-15_4_E14,HUVEC,train,HUVEC-15,4,E14,1,treatment,s224176,891
56135,97957,HUVEC-15_4_E14_2,HUVEC-15_4_E14,HUVEC,train,HUVEC-15,4,E14,2,treatment,s224176,891
56136,97958,HUVEC-15_4_E15_1,HUVEC-15_4_E15,HUVEC,train,HUVEC-15,4,E15,1,treatment,s28884,793
56137,97959,HUVEC-15_4_E15_2,HUVEC-15_4_E15,HUVEC,train,HUVEC-15,4,E15,2,treatment,s28884,793
56138,97960,HUVEC-15_4_E16_1,HUVEC-15_4_E16,HUVEC,train,HUVEC-15,4,E16,1,treatment,s27192,588
56139,97961,HUVEC-15_4_E16_2,HUVEC-15_4_E16,HUVEC,train,HUVEC-15,4,E16,2,treatment,s27192,588
56140,97962,HUVEC-15_4_E17_1,HUVEC-15_4_E17,HUVEC,train,HUVEC-15,4,E17,1,treatment,s26950,478
56141,97963,HUVEC-15_4_E17_2,HUVEC-15_4_E17,HUVEC,train,HUVEC-15,4,E17,2,treatment,s26950,478
56142,97964,HUVEC-15_4_E18_1,HUVEC-15_4_E18,HUVEC,train,HUVEC-15,4,E18,1,treatment,s27181,581
56143,97965,HUVEC-15_4_E18_2,HUVEC-15_4_E18,HUVEC,train,HUVEC-15,4,E18,2,treatment,s27181,581
56144,97966,HUVEC-15_4_E19_1,HUVEC-15_4_E19,HUVEC,train,HUVEC-15,4,E19,1,treatment,s27862,750
56145,97967,HUVEC-15_4_E19_2,HUVEC-15_4_E19,HUVEC,train,HUVEC-15,4,E19,2,treatment,s27862,750
56146,97968,HUVEC-15_4_E20_1,HUVEC-15_4_E20,HUVEC,train,HUVEC-15,4,E20,1,treatment,s27766,506
56147,97969,HUVEC-15_4_E20_2,HUVEC-15_4_E20,HUVEC,train,HUVEC-15,4,E20,2,treatment,s27766,506
56148,97970,HUVEC-15_4_E21_1,HUVEC-15_4_E21,HUVEC,train,HUVEC-15,4,E21,1,treatment,s28996,1089
56149,97971,HUVEC-15_4_E21_2,HUVEC-15_4_E21,HUVEC,train,HUVEC-15,4,E21,2,treatment,s28996,1089
56150,97972,HUVEC-15_4_E22_1,HUVEC-15_4_E22,HUVEC,train,HUVEC-15,4,E22,1,treatment,s195244,938
56151,97973,HUVEC-15_4_E22_2,HUVEC-15_4_E22,HUVEC,train,HUVEC-15,4,E22,2,treatment,s195244,938
56152,97974,HUVEC-15_4_E23_1,HUVEC-15_4_E23,HUVEC,train,HUVEC-15,4,E23,1,treatment,s28666,890
56153,97975,HUVEC-15_4_E23_2,HUVEC-15_4_E23,HUVEC,train,HUVEC-15,4,E23,2,treatment,s28666,890
56154,97976,HUVEC-15_4_F02_1,HUVEC-15_4_F02,HUVEC,train,HUVEC-15,4,F02,1,treatment,s29078,497
56155,97977,HUVEC-15_4_F02_2,HUVEC-15_4_F02,HUVEC,train,HUVEC-15,4,F02,2,treatment,s29078,497
56156,97978,HUVEC-15_4_F03_1,HUVEC-15_4_F03,HUVEC,train,HUVEC-15,4,F03,1,positive_control,s501323,1127
56157,97979,HUVEC-15_4_F03_2,HUVEC-15_4_F03,HUVEC,train,HUVEC-15,4,F03,2,positive_control,s501323,1127
56158,97980,HUVEC-15_4_F04_1,HUVEC-15_4_F04,HUVEC,train,HUVEC-15,4,F04,1,treatment,s27017,274
56159,97981,HUVEC-15_4_F04_2,HUVEC-15_4_F04,HUVEC,train,HUVEC-15,4,F04,2,treatment,s27017,274
56160,97982,HUVEC-15_4_F05_1,HUVEC-15_4_F05,HUVEC,train,HUVEC-15,4,F05,1,treatment,s29185,276
56161,97983,HUVEC-15_4_F05_2,HUVEC-15_4_F05,HUVEC,train,HUVEC-15,4,F05,2,treatment,s29185,276
56162,97984,HUVEC-15_4_F06_1,HUVEC-15_4_F06,HUVEC,train,HUVEC-15,4,F06,1,treatment,s28813,828
56163,97985,HUVEC-15_4_F06_2,HUVEC-15_4_F06,HUVEC,train,HUVEC-15,4,F06,2,treatment,s28813,828
